Simulation,Description,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean,C_025,C_975
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-04,1612,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-05,1589,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-06,1428,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-07,1435,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-08,1015,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-09,889,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-10,726,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-11,1235,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-12,1096,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-13,1076,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-14,900,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-15,906,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-16,635,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-17,634,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-18,935,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-19,1025,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-20,819,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-21,744,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-22,702,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-23,454,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-24,385,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-25,510,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-26,542,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-27,546,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-28,452,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-29,439,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-30,345,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-31,306,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-06-01,441,NA,NA
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-02,39,39,39
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-03,47,24,84
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-04,57,21,126
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-05,69,20,176
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-06,83,19,243
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-07,101,19,324
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-08,122,19,423
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-09,148,19,555
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-10,180,19,724
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-11,218,20,925
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-12,264,21,1169
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-13,319,21,1468
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-14,385,22,1880
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-15,465,24,2335
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-16,562,25,2879
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-17,680,27,3618
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-18,826,28,4476
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-19,1003,30,5627
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-20,1208,32,6820
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-21,1466,34,8583
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-22,1767,36,10506
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-23,1908,36,11404
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-24,2056,38,12381
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-25,2211,39,13486
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-26,2384,39,14582
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-27,2567,40,15883
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-28,2773,41,17083
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-29,2997,43,18512
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-30,3232,45,20433
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-03-31,3485,46,22212
