Simulation,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean_daily_cases,C025_daily_cases,C975_daily_cases,Mean_cumulative_cases_end,C025_cumulative_cases_end,C975_cumulative_cases_end
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-04-27,87,1,580,9752,1029,42901
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-04-28,85,1,570,9837,1030,43138
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-04-29,83,1,562,9920,1033,43633
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-04-30,81,1,564,10001,1037,44217
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-01,79,1,538,10081,1038,44755
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-02,77,1,513,10157,1040,45509
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-03,75,1,500,10232,1043,45932
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-04,73,1,488,10305,1044,46187
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-05,70,1,479,10375,1046,46577
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-06,68,1,456,10442,1048,46950
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-07,66,1,442,10508,1052,47284
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-08,64,1,431,10572,1054,47736
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-09,61,1,400,10633,1055,48058
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-10,59,1,385,10692,1058,48371
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-11,57,1,379,10750,1060,48732
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-12,55,1,369,10805,1061,49341
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-13,54,1,355,10859,1062,49680
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-14,51,1,355,10910,1065,50182
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-15,49,1,337,10959,1066,50484
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-16,48,1,328,11007,1067,50690
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-17,46,1,324,11053,1071,51078
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-18,44,1,317,11097,1072,51266
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-19,44,1,298,11141,1077,51675
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-20,42,1,292,11183,1083,51927
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-21,41,0,279,11224,1086,52063
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-22,40,0,279,11264,1087,52287
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-23,38,0,266,11302,1088,52503
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-24,38,0,260,11340,1089,52721
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-25,36,0,243,11376,1090,52976
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-26,35,0,233,11410,1091,53185
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-27,33,0,221,11444,1093,53343
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-28,31,0,204,11475,1094,53630
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-29,31,0,201,11506,1095,53866
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-30,30,0,192,11536,1100,54284
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-05-31,29,0,191,11564,1101,54428
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-20,2020-06-01,28,0,188,11592,1103,54435
