Simulation,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean_daily_cases,C025_daily_cases,C975_daily_cases,Mean_cumulative_cases_end,C025_cumulative_cases_end,C975_cumulative_cases_end
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-27,92,1,612,9729,1000,43178
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-28,90,1,610,9819,1003,43635
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-29,88,1,601,9907,1004,44418
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-30,86,1,594,9993,1007,44671
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-01,84,1,580,10077,1010,45415
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-02,82,1,557,10159,1014,45922
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-03,80,1,544,10238,1015,46368
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-04,78,1,528,10317,1019,46586
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-05,75,1,513,10392,1020,47266
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-06,73,1,495,10465,1023,47776
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-07,71,1,488,10536,1025,48084
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-08,69,1,473,10605,1028,48307
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-09,67,1,442,10671,1031,48539
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-10,64,1,419,10736,1033,49342
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-11,63,1,418,10798,1036,49813
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-12,61,1,410,10859,1038,50274
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-13,59,1,399,10918,1043,50442
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-14,57,1,398,10975,1046,50596
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-15,55,1,385,11030,1046,51015
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-16,53,1,366,11083,1048,51493
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-17,51,1,363,11134,1050,51858
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-18,50,1,347,11183,1053,52043
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-19,49,1,341,11232,1055,52206
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-20,47,1,332,11279,1056,52684
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-21,47,1,320,11326,1058,53034
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-22,45,1,316,11371,1059,53059
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-23,43,1,305,11415,1060,53110
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-24,43,0,293,11457,1061,53357
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-25,41,0,282,11498,1064,53813
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-26,40,0,271,11538,1065,54171
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-27,38,0,258,11576,1066,54313
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-28,36,0,240,11612,1068,54427
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-29,35,0,235,11648,1069,54653
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-30,34,0,225,11682,1071,54837
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-05-31,33,0,219,11715,1073,54856
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-06-01,32,0,220,11748,1075,55066
